@relation '<netmate-2017-06-07-17:00:43-1>-weka.filters.unsupervised.attribute.Remove-R1-5-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0-no-replacement-V-weka.filters.supervised.instance.Resample-B0.0-S1-Z50.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R4-5,8-10,13-19,22,27,29-33,36-37-weka.filters.unsupervised.attribute.Remove-R13-14'

@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute std_biat numeric
@attribute duration numeric
@attribute mean_active numeric
@attribute max_active numeric
@attribute std_active numeric
@attribute fpsh_cnt numeric
@attribute bpsh_cnt numeric
@attribute total_fhlen numeric
@attribute total_bhlen numeric
@attribute class {vpn,normal}

@data
1436,479472,1296,333,2960,17560,1629,112177,590025659,1232884,9511752,1918212,1020,978,57460,51844,vpn
71,12404,58,174,1500,2960,445,180959,590026016,309815,1105034,314261,43,33,2860,2324,vpn
40,7590,35,189,1500,1500,310,270373,590025932,353680,1198262,403177,25,16,1620,1404,vpn
1972,637828,1706,323,3368,13180,1620,154741,590026133,1434052,16330298,2385873,1434,1221,78900,68244,vpn
212,52236,194,246,1500,7340,1171,198663,590023529,617537,4205570,958273,147,128,8500,7764,vpn
1383,446206,1199,322,1500,20480,2076,168012,590023871,1327037,8303654,1992567,964,853,55340,47964,vpn
382,104268,321,272,1500,8800,1227,175229,590028632,764121,4724211,960316,265,212,15300,12844,vpn
1873,575852,1687,307,2960,17560,2369,151430,590025791,1183340,15757475,2656376,1294,1265,74940,67484,vpn
1226,311982,1145,254,1500,24860,2315,121306,590025467,1081561,7189412,1519026,801,932,49060,45804,vpn
1300,437372,1116,336,2960,14640,1452,170935,590024469,1505300,8648786,1809522,961,724,52020,44644,vpn
1268,350260,1063,276,1500,8800,969,139892,590024633,1339141,9973470,1896266,897,758,50740,42524,vpn
2744,864688,2257,315,2960,21940,1514,155407,590023402,1722562,17134948,2593111,1896,1668,109780,90284,vpn
1281,394092,1085,307,1500,14640,1295,160051,590027321,1142595,7675480,1670402,861,782,51260,43404,vpn
78,15064,59,193,1500,1500,249,257019,135642890,361993,3295690,823231,50,32,3140,2364,vpn
3185,1276948,2582,400,2960,16100,1373,137446,590025671,3380580,62718455,10461341,2016,1786,127420,103284,vpn
2042,676042,1666,331,2960,14640,1931,137961,590024853,1470269,16178716,2715877,1362,1231,81700,66644,vpn
2814,900570,2365,320,2960,11720,1390,128879,590018004,1569807,14676976,2727911,1938,1805,112580,94604,vpn
438,116804,379,266,1500,8800,1438,163232,590028470,635950,5821327,1157014,305,254,17540,15164,vpn
706,242350,596,343,2960,11720,1342,165835,590025917,1131196,8409517,1684240,474,448,28260,23844,vpn
1800,543724,1506,302,2960,14640,1365,157792,590024351,1489195,7649248,1734667,1305,1088,72020,60244,vpn
1118,325858,949,291,1500,10260,1159,153711,590025306,1467793,8426565,1564065,804,655,44740,37964,vpn
669,172928,604,258,2960,17560,1912,162133,590026392,751449,5947272,1155264,457,442,26780,24164,vpn
997,299470,832,300,4108,17560,1460,169795,590025280,1251894,8986906,1955585,663,616,39900,33284,vpn
1592,552510,1367,347,2960,14640,1800,137100,590024900,2128688,16271747,3136544,1080,1047,63700,54684,vpn
2175,644032,1907,296,2486,14640,1346,158871,590029249,1912847,16743282,2618060,1551,1439,87020,76284,vpn
546,136134,501,249,2960,11720,2073,128787,590025175,665731,4189718,844811,389,379,21860,20044,vpn
1517,465948,1294,307,1500,14640,1612,163964,590024010,1746456,9797820,2258751,1077,947,60700,51764,vpn
42,7954,34,189,1500,1500,313,275502,590027085,342190,1119383,385573,27,16,1700,1364,vpn
769,217860,656,283,2960,13180,1201,168786,590021868,904823,9544066,1560298,515,455,30780,26244,vpn
1979,596702,1664,301,2136,32160,2433,113098,590025326,1275597,17008212,2351363,1354,1278,79180,66564,vpn
1410,412094,1192,292,2960,14640,1367,196716,590026549,1308652,9095461,1834690,976,835,56420,47684,vpn
329,52340,296,159,1500,1500,152,182625,528225141,325512,3480908,521611,257,154,13180,11844,vpn
755,300170,633,397,4048,7340,1016,163546,590027066,1539600,11294119,2477314,560,355,30220,25324,vpn
87,16706,75,192,1500,5880,862,180747,590026745,454399,1684904,460892,58,41,3500,3004,vpn
41,7764,34,189,1500,1500,313,246117,590025870,351055,1105604,376332,26,16,1660,1364,vpn
60,11944,51,199,1500,2960,488,192355,590026745,347059,1100561,346506,39,28,2420,2044,vpn
949,287776,816,303,1500,8800,990,138674,590030673,1103735,5754842,1380744,675,559,37980,32644,vpn
997,329718,873,330,2960,16100,1534,141505,590023808,1090712,7614643,1642683,692,631,39900,34924,vpn
1363,442512,1124,324,2302,14640,1723,145842,590024856,1269322,9551356,1998296,927,820,54540,44964,vpn
2124,635842,1749,299,3230,14640,1622,158272,590026361,2277056,16842368,3186032,1477,1234,84980,69964,vpn
40,7590,34,189,1500,1500,313,266796,590027209,348051,1167164,402315,24,17,1620,1364,vpn
1523,519948,1239,341,2960,19020,1901,138899,590025405,1406622,14705291,2259596,1003,944,60940,49564,vpn
1386,417504,1175,301,2960,11720,1525,139930,590029262,1318088,8711559,1809431,980,869,55460,47004,vpn
1539,465034,1311,302,1768,10260,1173,155904,590024528,1041995,13797781,2015362,1073,931,61580,52444,vpn
2305,698058,1955,302,3112,14640,1567,128542,590026635,1435396,14926792,2513077,1569,1450,92220,78204,vpn
2372,706866,1971,298,1500,20480,2082,141387,590026408,1842384,15003334,2543515,1609,1502,94900,78844,vpn
42,7670,35,182,1500,1500,313,244038,590025691,359568,1096753,351022,24,16,1700,1404,vpn
173,32196,137,186,1500,5880,936,170347,347835404,365455,2810625,624878,107,89,6940,5484,vpn
1407,443072,1183,314,2960,10260,1382,166025,590026004,1141333,12777269,2230708,972,849,56300,47324,vpn
232,49584,203,213,1500,8800,1073,204936,590025256,747403,6775321,1370171,163,124,9300,8124,vpn
1098,337318,941,307,1500,14640,1324,140754,590025993,1082313,5656932,1463017,791,665,43940,37644,vpn
2109,653468,1793,309,1500,10260,1442,152739,590028972,1527723,12303623,2155292,1482,1305,84380,71724,vpn
1475,536558,1266,363,2960,13180,1455,131400,590024917,1274305,9763502,1967960,1042,888,59020,50644,vpn
1860,486490,1702,261,2960,16100,2598,130311,590025738,1576260,11287585,2114800,1331,1335,74420,68084,vpn
389,105350,361,270,1500,8800,1363,177696,590025857,1099163,6701459,1643797,298,241,15580,14444,vpn
886,259366,769,292,1500,14640,1646,153307,590027042,1030559,6804444,1383994,646,559,35460,30764,vpn
637,151736,525,238,1500,8800,932,173040,590029747,908320,4130428,968932,408,376,25500,21004,vpn
4360,1421944,3969,326,3380,43840,5201,120325,590026811,1933997,15786667,2933616,2624,3270,174420,158764,vpn
674,201390,560,298,2960,11720,1149,127018,590026660,558563,7272112,1086514,443,398,26980,22404,vpn
1863,752848,1595,404,2960,14640,1419,142070,590025261,1663372,14595866,2577683,1282,1140,74540,63804,vpn
3099,1028106,2606,331,2960,14640,1237,147626,590025361,1846567,18131503,3203957,2060,1885,123980,104244,vpn
2178,657650,1805,301,2960,14640,1505,166666,590025647,2131816,17490852,2743486,1522,1311,87140,72204,vpn
1852,594822,1591,321,1500,13180,1452,145309,590026334,1568434,15948143,2696397,1340,1190,74100,63644,vpn
1379,417750,1178,302,2960,29240,2267,155447,590028831,1049136,9306918,1861573,931,841,55180,47124,vpn
1549,519024,1318,335,2960,7340,973,154754,590026513,1619690,9510908,2053177,1093,953,61980,52724,vpn
887,285558,816,321,2136,16100,2092,153255,590030150,1249849,8344201,1876873,645,597,35500,32644,vpn
419,113276,401,270,2960,17560,2029,136918,590023484,575008,4899738,823333,291,297,16780,16044,vpn
1294,393632,1087,304,1652,10260,1101,154107,590026976,1268259,8617062,1729940,896,758,51780,43484,vpn
1025,278158,846,271,2960,10260,1437,164726,590028138,1270206,15998879,2286490,702,602,41020,33844,vpn
2305,758510,1968,329,2960,10260,1252,126188,590025510,1574822,19136369,2506014,1638,1460,92220,78724,vpn
2012,614404,1743,305,2960,13180,1348,141666,590004281,1844679,15105945,2660935,1442,1289,80500,69724,vpn
71,15094,58,212,1500,1500,412,179822,590025601,406495,1235450,432735,44,33,2860,2324,vpn
41,7630,35,186,1500,1500,310,266448,590031005,395182,1168098,376829,25,16,1660,1404,vpn
2264,760908,1941,336,2960,13180,1373,159267,590025135,1738106,11727353,2587118,1604,1400,90580,77644,vpn
620,196194,524,316,1500,10260,1424,157898,590026078,1075491,5820913,1321432,421,378,24820,20964,vpn
1704,494590,1476,290,1500,14640,1739,164754,590024158,2129694,17032197,3131491,1231,1045,68180,59044,vpn
1730,593780,1520,343,2960,13180,1567,160800,590026700,1679750,17455030,3047514,1231,1129,69220,60804,vpn
1507,470116,1306,311,1500,19020,1540,157265,590025144,2058285,16183360,2805146,1105,969,60300,52244,vpn
578,289026,499,500,2960,14640,1736,87461,590024648,885971,6848675,1647734,394,349,23140,19964,vpn
824,223184,673,270,2960,7340,867,182569,590025517,1177081,9913228,1546399,533,440,32980,26924,vpn
68,12298,59,180,1500,2960,531,189214,590025283,319673,1102253,340854,40,34,2740,2364,vpn
4082,1392240,3811,341,3138,33620,4709,94830,590027957,1331494,8852702,1829383,2624,3229,163300,152444,vpn
1196,354020,1026,296,1854,11720,1205,176658,590027002,1474255,7907689,1653941,847,742,47860,41044,vpn
843,204038,683,242,2960,7340,901,212254,590025732,1134446,7389143,1411658,535,467,33740,27324,vpn
1151,405936,955,352,2960,14640,1645,140488,590025918,1041150,8739677,2010916,769,705,46060,38204,vpn
1260,375464,1095,297,1500,11720,1163,155836,590025103,1089325,8888464,1622625,916,790,50420,43804,vpn
1626,492634,1391,302,1704,20480,1747,148807,590025081,1746676,9668451,2229183,1117,1024,65060,55644,vpn
40,7590,34,189,1500,2960,495,261911,305121363,365379,1147985,383430,24,18,1620,1364,vpn
681,133742,561,196,1500,14640,1812,158748,976364170,342635,3820379,631781,427,372,27260,22444,vpn
1015,319708,869,314,2960,13180,1779,147358,590025481,1132419,4785357,1378223,697,622,40620,34764,vpn
1279,382352,1106,298,2960,14640,1205,168627,590023940,1374720,14629941,2308382,882,797,51180,44244,vpn
4588,1115600,4324,243,1500,39460,3780,88301,645624288,1270041,9359295,1589262,2952,3593,183540,172964,vpn
43,7710,36,179,1500,1198,285,246681,590025302,373898,1095950,365050,25,17,1740,1444,vpn
21,2540,15,120,557,344,84,212805,181321691,234083,1060550,462284,13,7,860,604,normal
18,1718,11,95,557,192,48,9325,180452714,40460,111530,40436,9,6,740,444,normal
5,650,4,130,470,2306,1132,29718,222953,222953,222953,0,1,1,220,164,normal
26,3610,17,138,819,2960,734,66384,185941431,90609,312831,116823,15,8,1060,684,normal
9,3311,5,367,1500,414,166,209095,7486760,491448,997682,499005,1,1,440,204,normal
20,1927,14,96,388,2960,795,10789,180497000,51012,149182,54918,10,6,820,564,normal
13,1389,8,106,557,186,52,7851,15120941,372186,999668,546507,5,4,580,324,normal
22,2546,17,115,557,1500,350,61392,181128645,93347,329738,133157,13,8,900,684,normal
15,1259,10,83,243,2960,939,72236,3106525,220269,346855,179018,7,3,620,404,normal
12,1731,10,144,920,2960,1192,323973,1106490,1106490,1106490,0,3,4,500,404,normal
10,1094,6,109,557,2960,1143,9801,5285234,57711,96424,54748,3,3,420,244,normal
20,5060,14,253,1360,1500,565,304126,92490383,532895,1582145,908709,9,8,820,564,normal
31,5333,23,172,1206,4420,1056,88047,180936437,206509,918155,398215,16,13,1260,924,normal
19,2426,17,127,760,2960,764,316121,66401963,175110,1398711,494409,4,5,780,684,normal
38,2925,32,76,557,16100,4362,153328,182312323,402895,1605443,672244,12,19,1540,1284,normal
11,1758,9,159,986,1500,602,17760,2123478,66577,132808,93664,3,4,460,364,normal
8,774,7,96,474,1500,545,13809,22451069,12177,47811,23756,1,1,340,284,normal
13,2462,12,189,1962,11720,4294,17291,145003,145003,145003,0,1,6,540,484,normal
13,1464,10,112,582,2960,957,7438,6027937,68757,120373,72996,4,4,540,404,normal
16,4749,14,296,1924,2960,879,39243,10470275,255653,510926,361010,4,5,660,564,normal
10,1204,8,120,511,2960,1027,124320,478440,478440,478440,0,3,3,420,324,normal
18,1463,17,81,437,2960,705,145158,61540894,208227,804347,358098,3,4,740,684,normal
24,3797,20,158,1325,2960,692,72517,115413257,25464,312498,86357,5,5,980,804,normal
12,2401,9,200,1341,1500,659,21156,5365536,116839,210304,132178,4,3,500,364,normal
25,2592,21,103,1005,2960,688,62396,119530152,66804,679729,178501,4,4,1040,844,normal
15,3190,11,212,1500,581,163,48781,67253714,134178,998659,327330,1,1,680,444,normal
11,819,11,74,399,1041,301,343889,60936354,121899,719521,268117,1,1,460,444,normal
9,1841,7,204,858,1500,623,9403,105308,105308,105308,0,3,3,380,284,normal
18,1607,16,89,580,2960,727,248404,61717625,230794,964359,403982,3,4,740,644,normal
10,1756,8,175,808,496,160,382148,11540191,790288,1055781,375463,3,3,420,324,normal
23,1745,20,75,482,2960,754,8869,116066046,10312,111837,30840,4,3,940,804,normal
25,2525,22,101,557,2960,700,11767,115573649,11182,126485,34933,5,6,1020,884,normal
72,10795,60,149,848,7340,1375,79019,291968579,246382,825086,246061,38,33,2900,2404,normal
27,2647,23,98,557,378,100,31073,171837040,10581,146568,33928,5,3,1100,924,normal
10,3029,10,302,2649,200,50,106236,60307262,39865,277759,104901,1,1,420,404,normal
12,1353,10,112,536,2960,900,15770,15555236,43993,131245,75562,3,4,500,404,normal
24,2728,20,113,477,786,306,301404,127600156,115501,850884,289273,4,4,980,804,normal
9,2900,5,322,1500,547,226,102421,12398178,346680,997312,470911,1,1,440,204,normal
5,659,4,131,479,899,428,21752,92787,92787,92787,0,1,1,220,164,normal
11,1715,11,155,678,706,265,55204,46432197,68222,407849,166382,2,2,460,444,normal
19,1658,16,87,479,836,271,152904,115518314,35182,438604,121299,2,2,780,644,normal
19,1544,15,81,487,2960,797,303657,61525079,205708,895588,365409,3,5,780,604,normal
10,1506,9,150,804,1500,580,252727,872638,872638,872638,0,3,4,420,364,normal
21,1898,13,90,557,192,46,7399,187798594,168442,998082,367550,9,6,920,524,normal
11,1123,10,102,703,954,288,251581,60613554,73228,451858,168426,1,1,460,404,normal
17,1209,15,71,549,1382,346,1028,115586235,22159,187232,56244,1,1,700,604,normal
9,4279,9,475,2030,2960,1021,88599,10396127,218872,437303,308908,2,2,380,364,normal
66,6489,67,98,1000,5880,1104,60627,242205394,205090,1004399,358726,19,42,2660,2684,normal
7,6308,6,901,2960,947,369,23090,10071514,36292,72178,50749,1,1,300,244,normal
7,3985,6,569,2960,1364,540,36599,14749977,38599,115282,66409,1,1,300,244,normal
76,3391,84,44,371,29240,6382,4388,115730894,10916,123313,34077,1,46,3060,3364,normal
131,9810,145,74,252,10260,1952,22993,181038454,151955,693091,302716,43,112,5260,5804,normal
8,939,5,117,557,196,69,29347,5773657,69925,123295,75476,3,1,340,204,normal
8,939,5,117,557,196,69,108422,6010441,130327,243878,160585,3,1,340,204,normal
64,4930,63,77,557,11720,1520,48000,354443591,148628,821183,277904,19,38,2580,2524,normal
18,2356,15,130,1310,2960,750,256690,61333223,177817,863416,333251,3,4,740,604,normal
10,1389,7,138,658,2960,1063,9414,86592,86592,86592,0,4,3,420,284,normal
26,2293,18,88,261,2960,688,38418,180578714,123348,497285,209649,15,9,1060,724,normal
6,693,6,115,473,316,112,330469,10894825,447752,694157,348468,1,1,260,244,normal
42,3047,39,72,1347,528,78,21597,363055465,28167,998818,161959,1,1,1740,1564,normal
16,2106,14,131,807,1500,490,15362,60105128,16367,110874,41677,3,4,660,564,normal
11,877,11,79,457,367,98,95801,60515585,63133,222313,107514,1,1,460,444,normal
8,975,5,121,557,194,68,97285,5863769,229220,427816,280857,3,1,340,204,normal
20,1958,14,97,350,2960,775,15810,180454472,61344,185279,71299,11,7,820,564,normal
5,666,5,133,486,204,72,90581,295539,295539,295539,0,1,1,220,204,normal
19,2025,15,106,503,2960,748,103795,60519397,75544,496834,186099,4,5,780,604,normal
19,1845,15,97,786,2960,801,250929,61229389,163431,724077,291665,3,5,780,604,normal
35,3848,27,109,439,2960,584,199799,182329334,487049,2323883,1026965,22,13,1420,1084,normal
19,1548,17,81,272,2960,729,116282,180945092,497819,1272735,433191,9,7,780,684,normal
8,939,5,117,557,196,69,9419,5055590,42795,68302,36071,3,1,340,204,normal
21,2022,17,96,603,547,125,41109,115886810,15318,178787,49318,4,3,860,684,normal
18,1512,15,84,461,2960,750,61790,60434555,49867,217200,88469,3,4,740,604,normal
10,1383,7,138,652,2960,1066,8175,82331,82331,82331,0,4,3,420,284,normal
23,3060,18,133,666,2960,762,310980,62407006,330991,1710432,648751,5,7,940,724,normal
28,22041,26,787,2960,2960,630,264925,78048957,278664,1231205,460039,6,7,1140,1044,normal
45,3711,38,82,1072,13180,2146,34051,306502601,79343,254238,94317,13,20,1820,1524,normal
9,1095,7,121,427,2960,1070,117049,496896,496896,496896,0,2,3,380,284,normal
16,3814,15,238,2515,1500,568,13785,60111703,22136,149912,56351,3,4,660,604,normal
14,900,14,64,360,10260,3003,57514,263213,263213,263213,0,1,7,580,564,normal
6,572,6,95,352,2960,1170,102177,272512,272512,272512,0,1,2,260,244,normal
21,2256,13,107,557,560,141,27129,180915594,55240,171060,66878,11,7,860,524,normal
16,2097,12,131,628,2960,848,33657,52120682,158984,311362,215494,7,6,660,484,normal
11,803,7,73,226,2960,1098,16672,5755043,72204,122947,71760,3,3,460,284,normal
26,3391,21,130,1111,2960,736,74021,183422440,288895,736296,233463,12,10,1060,844,normal
9,1791,7,199,808,1500,623,10818,102906,102906,102906,0,3,3,380,284,normal
10,797,6,79,260,2960,1145,14860,5496673,74265,125431,72359,3,3,420,244,normal
13,1127,10,86,260,2960,957,12644,32650075,62849,125185,88156,5,4,540,404,normal
5,1271,4,254,1091,400,179,148928,286038,286038,286038,0,1,1,220,164,normal
11,808,7,73,231,2960,1109,55098,6065760,215665,339631,175314,3,2,460,284,normal
19,1557,15,81,495,2960,809,292142,61492274,202127,831126,352205,3,5,780,604,normal
11,841,7,76,264,2960,1092,11906,5378421,58762,100827,59488,3,2,460,284,normal
5,736,4,147,556,625,291,22652,87221,87221,87221,0,1,1,220,164,normal
9,2881,5,320,1500,542,224,72280,9998910,298412,996757,474659,1,1,440,204,normal
5,608,4,121,428,1103,530,396650,742524,742524,742524,0,1,1,220,164,normal
31,2807,26,90,557,378,94,22460,197900028,9405,161861,34469,5,4,1260,1044,normal
19,1511,12,79,235,2960,831,48860,180840683,152379,418107,148546,9,7,780,484,normal
20,1927,13,96,388,2960,821,11418,180786301,47839,136940,49948,10,6,820,524,normal
23,2488,14,108,765,2960,783,68476,180361051,97489,368163,151997,12,7,940,564,normal
21,2177,18,103,479,836,305,101610,115676854,34438,423694,117047,3,3,860,724,normal
27,2173,24,80,557,5880,1705,22068,116049441,14028,162171,44746,4,7,1100,964,normal
18,6063,13,336,1500,807,278,229039,69387302,98839,572248,188114,2,2,800,524,normal
9,1600,9,177,1260,997,318,52392,46128201,22438,133564,54440,1,1,380,364,normal
16,2530,14,158,1638,1379,356,36649,60319035,40639,154145,69387,3,3,660,564,normal
26,2135,24,82,752,7340,2151,14176,115252954,15193,177004,48832,4,8,1060,964,normal
10,1828,7,182,805,1500,623,34965,3639070,118832,195647,108632,3,3,420,284,normal
30,2252,26,75,391,5880,1416,184247,116056739,60329,761001,210578,5,8,1220,1044,normal
8,939,5,117,557,192,65,93092,5450836,118794,221205,144830,3,2,340,204,normal
15,4533,14,302,1949,4420,1157,84046,5827940,413640,826955,584515,4,7,620,564,normal
19,1905,15,100,848,2960,808,260017,61592571,217684,908325,380995,3,5,780,604,normal
16,9000,15,562,2817,1279,490,76191,68480498,189905,1214644,420781,3,3,680,604,normal
13,3168,9,243,784,1047,468,78581,5589530,294352,588337,415757,5,5,540,364,normal
24,2552,20,106,902,2960,667,49600,115783295,39238,409670,114369,4,4,980,804,normal
22,2428,13,110,557,863,223,73368,180411751,100846,366405,149396,12,7,900,524,normal
5,1644,4,328,1464,400,179,16820,63924,63924,63924,0,1,1,220,164,normal
12,1332,9,111,559,1500,586,164460,10673793,337548,521726,260467,3,4,500,364,normal
11,2665,10,242,1661,2960,965,62054,560304,560304,560304,0,4,4,460,404,normal
23,2808,19,122,562,2960,770,65137,65424262,53298,424492,149984,5,6,940,764,normal
12,1223,10,101,439,7340,2458,136591,12701631,134813,404070,233182,2,2,500,404,normal
13,1380,9,106,557,190,47,14755,2364033,81814,130971,69517,6,5,540,364,normal
20,2467,14,123,935,2960,773,11801,180549758,53646,155073,58928,10,8,820,564,normal
10,805,6,80,268,2960,1168,13204,5386230,64719,100800,51026,3,3,420,244,normal
10,799,6,79,262,2960,1144,9750,5518533,56189,95697,55872,3,3,420,244,normal
23,1683,19,73,437,2960,721,15156,115440480,9907,109790,30352,4,3,940,764,normal
9,1612,7,179,668,436,148,398192,1176424,1176424,1176424,0,3,3,380,284,normal
64,6470,75,101,1207,8800,1336,71824,314711240,244979,1200155,429828,21,49,2580,3004,normal
23,3618,20,157,2093,1500,500,29137,116000121,21072,246742,68173,4,3,940,804,normal
10,767,6,76,230,2960,1144,9051,5401421,54440,92333,53588,3,3,420,244,normal
13,3039,12,233,2159,2960,932,12433,10105793,72837,144177,100889,3,4,540,484,normal
28,3260,19,116,483,2960,671,58741,253003704,98363,326740,118355,16,11,1140,764,normal
12,1058,8,88,231,2960,1036,61917,58834333,191831,324069,187012,5,4,500,324,normal
73,4673,83,64,423,29240,6648,30222,116146239,44394,549939,151969,5,48,2940,3324,normal
16,2452,14,153,805,2960,773,15029,48689419,26048,127711,50963,4,5,660,564,normal
10,1042,7,104,382,1500,655,41208,5567856,202705,314527,158139,3,3,420,284,normal
23,2275,14,98,553,2960,800,68526,180912710,85920,326221,135307,12,7,940,564,normal
25,1933,22,77,497,10260,3015,166692,115911077,44404,557058,154100,2,5,1020,884,normal
5,1474,4,294,1294,400,179,357437,663966,663966,663966,0,1,1,220,164,normal
23,1739,19,75,460,2960,679,16023,115540321,9498,103340,28638,4,4,940,764,normal
16,2437,14,152,1545,1286,331,28329,60307496,36814,157507,64075,3,3,660,564,normal
5,830,4,166,650,813,385,566315,1062413,1062413,1062413,0,1,1,220,164,normal
29,3816,19,131,1126,8800,2052,82223,180619259,114430,500342,215745,14,10,1180,764,normal
14,1192,13,85,354,7340,2374,45818,333157,333157,333157,0,2,5,580,524,normal
17,2094,16,123,1080,2960,727,16143,65153550,20712,163806,57818,3,4,700,644,normal
10,3340,6,334,1500,512,192,120001,22343425,255144,997117,431890,1,1,480,244,normal
11,931,6,84,268,2960,1183,8770,8617690,28002,95006,45382,3,2,500,244,normal
12,991,6,82,268,2960,1183,10149,12122584,277226,998438,482613,3,2,560,244,normal
14,1334,6,95,557,1500,680,14108,20155706,228413,999727,433955,3,2,660,244,normal
32,6781,25,211,2038,4420,1299,94277,53712811,615396,1224172,860938,15,12,1300,1004,normal
15,1520,8,101,557,192,57,295431,7908267,223887,895550,447775,6,3,680,324,normal
5,704,4,140,524,575,266,9926,44858,44858,44858,0,1,1,220,164,normal
19,4986,14,262,1357,1500,568,9039,16765269,398371,1111509,618966,8,7,800,564,normal
29,4235,28,146,387,16100,4592,191815,1765048,1765048,1765048,0,9,13,1180,1124,normal
11,3431,9,311,2618,1500,608,15608,2095984,52724,104967,73882,3,4,460,364,normal
5,708,5,141,528,573,237,121757,463821,463821,463821,0,1,1,220,204,normal
18,3338,16,185,1959,2960,803,14900,60159460,22203,151243,56910,3,6,740,644,normal
6,1110,4,185,870,505,231,13834,1047574,1047574,1047574,0,1,1,280,164,normal
7,4028,7,575,2960,1358,497,418661,11046218,523327,951842,606011,1,1,300,284,normal
11,834,7,75,257,2960,1073,8299,5413107,56980,96225,55500,3,4,460,284,normal
10,1311,8,131,557,1500,574,40883,5788145,78395,196166,103820,2,3,420,324,normal
6,1856,6,309,1636,1476,585,103940,15281324,90883,272168,156997,1,1,260,244,normal
7,1343,5,191,590,621,305,124615,357265,357265,357265,0,2,2,300,204,normal
5,1261,4,252,1081,522,240,17590,5049382,24350,48351,33942,1,1,220,164,normal
19,1998,16,105,649,290,85,56499,115914330,17201,204603,56491,2,2,780,644,normal
7,2234,7,319,1974,344,114,31337,30081834,20218,80210,39994,1,1,300,284,normal
46,8525,44,185,2960,1336,204,28907,350775380,8479,296321,49344,4,4,1860,1764,normal
13,1539,10,118,557,1500,456,17912,50260503,34378,204710,83446,3,2,540,404,normal
5,657,3,131,477,2377,1348,84884,238027,238027,238027,0,1,1,220,124,normal
5,1285,4,257,1105,400,179,17985,61552,61552,61552,0,1,1,220,164,normal
7,1161,5,165,522,678,343,330107,5639704,318507,636553,449784,2,2,300,204,normal
18,2695,15,149,1675,2960,750,31674,60327310,36719,131176,62375,3,4,740,604,normal
11,837,7,76,260,2960,1401,13891,5130874,69836,116130,65469,3,2,460,284,normal
7,775,4,110,475,1357,657,14813,3060308,528160,997348,663531,1,1,340,164,normal
6,705,5,117,465,583,242,83640,3529535,767319,1534261,1084619,1,1,280,204,normal
15,5786,10,385,1500,836,292,101105,37587942,267195,997474,387929,2,2,680,404,normal
12,880,8,73,263,2960,1033,10098,5552011,66691,111469,63324,3,5,500,324,normal
52,3611,51,69,557,11720,2360,82323,116077838,67779,862256,238756,5,32,2100,2044,normal
9,1842,7,204,859,1500,623,32815,246459,246459,246459,0,3,3,380,284,normal
18,1423,11,79,262,186,44,8257,180316456,36153,106543,39404,9,7,740,444,normal
9,1298,8,144,678,1102,369,88687,5397262,219202,437981,309400,3,3,380,324,normal
12,1466,9,122,589,1500,572,50706,8457238,122980,491455,245650,3,4,540,364,normal
11,3431,9,311,2618,1500,608,14617,2089094,50427,100562,70901,3,4,460,364,normal
7,2086,7,298,1826,344,114,27736,30086815,17889,71069,35453,1,1,300,284,normal
5,638,5,127,458,765,323,5772,5873956,17588,34641,24115,1,1,220,204,normal
32,5170,26,161,1924,5880,1254,224025,277078321,241708,1184387,368038,19,12,1300,1044,normal
11,840,7,76,263,2960,1109,59071,6197658,223367,318452,134469,3,2,460,284,normal
18,1718,11,95,557,192,48,7752,180865549,34336,105256,39646,9,6,740,444,normal
13,2752,10,211,986,1500,570,49456,2262792,131471,262548,185370,4,5,540,404,normal
16,1420,15,88,450,2960,756,19363,65130861,21464,170452,60200,3,4,660,604,normal
18,1718,11,95,557,192,48,10091,180113978,40587,132392,51349,9,6,740,444,normal
18,2318,15,128,645,2960,1007,100242,42332612,73651,440778,179854,4,5,740,604,normal
20,2063,13,103,629,2960,802,12528,180999315,37030,109699,40685,9,6,820,524,normal
14,2018,15,144,909,1500,694,32559,447744,447744,447744,0,3,8,580,604,normal
6,1534,5,255,1314,940,402,98541,5461543,173319,314638,199855,1,1,260,204,normal
20,2833,14,141,611,891,223,63628,180531659,94700,364680,151656,12,7,820,564,normal
12,1339,9,111,559,2960,959,96113,5856813,402928,713529,439256,3,4,500,364,normal
18,1718,11,95,557,192,48,8291,180918704,38480,108232,39442,9,6,740,444,normal
8,819,4,102,459,437,197,15590,12058181,260566,997393,491665,1,1,400,164,normal
16,4880,13,305,2960,2960,866,18920,5187857,93621,186930,131958,4,7,660,524,normal
23,1798,18,78,518,2960,686,20340,115804881,11598,127127,35146,4,3,940,724,normal
33,7311,27,221,1777,534,190,280368,180368305,64801,1129667,251535,7,7,1340,1084,normal
15,3579,11,238,1500,387,104,38213,72136036,11432,123406,37138,1,1,680,444,normal
17,1046,15,61,386,156,29,4295,115722778,4763,41704,12139,1,1,700,604,normal
5,698,5,139,518,941,402,25444,200237,200237,200237,0,1,1,220,204,normal
